file	category	execution_evidence
sql/database_updates/20260620120000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260620130000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260730120000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260730120100_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260730120200_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260730120300_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260730200000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260731120000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260731170000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260731180000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260731190000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260802150000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260802160000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260802170000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260802180000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260802190000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260802200000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260802210000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260802220000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260805120000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260816080422_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260816081138_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260817211652_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/character/20260817151028_character.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/database_updates/world/20260504194945_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260504203644_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260504214035_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260505222630_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260506204945_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260507165648_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260507184157_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260507191316_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260508064255_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260508192404_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260509055406_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260510092659_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260511053220_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260511154529_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260511164918_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260511211643_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260512033310_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260512130432_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260512224739_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260513084003_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260513094906_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260513233443_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260514011114_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260514035236_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260516050606_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260516210743_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260517045535_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260517062330_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260517101017_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260517121832_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260518050203_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260522141111_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260523041131_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260526123433_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260526134500_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260527120000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260528150633_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260529182210_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260530203924_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260602180159_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260603094447_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260604214927_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260604222044_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260605181338_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260606142438_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260608174707_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260610134807_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260614120836_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260614124739_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260618114919_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260619123444_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260619155101_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260620003740_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260620113716_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260620152800_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260620224628_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260622203054_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260624094237_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260625083947_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260626153218_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260628192033_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260629195406_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260630194548_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260701010422_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260702115558_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260702232910_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260706100617_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260707174014_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260709071006_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260710045142_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260711131631_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260711150912_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260711170358_world.sql	verified specific result	covered by reviewed custom 14 (transmog)
sql/database_updates/world/20260711191209_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260712222616_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260714180156_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260714235525_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260715003750_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260715124044_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260715141903_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260715153051_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260715174518_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260718120125_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260718150344_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260718184759_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260721013813_world.sql	verified specific result	partially covered by custom 12 and 15; see live binding audit
sql/database_updates/world/20260721095654_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260721231140_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260724201050_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260726112016_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260727120119_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260730132859_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260730145429_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260730201802_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260730212326_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260731011334_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260731121709_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260731180247_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260801230645_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260802123824_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260802143402_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260802152936_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260802162032_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260802171013_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260803161618_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260804182219_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260806181419_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260809183358_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260813085825_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260813110328_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260813162900_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260813194016_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260814112455_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260815005950_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260816173710_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260817151028_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260818211313_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260820133120_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260821154713_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260821203635_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260825052735_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260826183610_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260829145107_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260829172251_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260829175114_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260830134658_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260901101113_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260901174017_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260901202213_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260902074750_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/world/20260905175321_world.sql	verified specific result	applied with orphan guards; 147 movement + 29 linking removed; valid rows preserved
sql/logon/donation_point_progress.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/tools/druid_forms_backfill.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/tools/fix_dwarven_digging_loot.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/tools/graveyards_turtle_dungeons.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/tools/playerbot_bypass_crossroads.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/tools/playerbot_fix_collation.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/tools/restore_deprecated_npcs.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/tools/tool_graveyard_query.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/tools/tool_sea_add_char_transfer_names.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/wip_updates/game_graveyard_zone.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
